#BLTrackFile VirtualDetector/DetBackward
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
-1622.63 68.8264 -0.5 -3.09159 0.149827 -1.97743 9.8895 22 5 18408 18085 1
-1049.09 -604.499 -0.5 -1.41815 -0.818312 -1.41218 8.77412 22 5 18721 18085 1
-4327.14 -1716.16 -0.5 -1.9305 -0.764985 -0.454911 19.3733 22 5 18722 18085 1
-2292.82 -1114.2 -0.5 -3.9219 -1.9077 -1.7613 12.637 22 5 18724 18085 1
212.063 54.6585 -0.5 0.10108 0.0200085 -0.500502 7.17565 22 5 19316 19314 1
-895.919 565.481 -0.5 -0.473683 0.305744 -0.591466 8.49475 22 5 23058 23057 1
-155.249 4511.71 -0.5 -0.0835282 2.5399 -0.603132 19.0555 22 5 25920 25879 1
-1001.86 1565.97 -0.5 -0.238473 0.371679 -0.22834 10.1986 22 5 26553 26552 1
680.562 -3297.24 -0.5 0.0689861 -0.305437 -0.0932758 15.3046 22 5 27015 27013 1
-1805.41 -490.614 -0.5 -0.487388 -0.12744 -0.24835 10.4252 22 5 28695 28694 1
-3254.28 4641.36 -0.5 -0.276165 0.390178 -0.0894944 22.5852 22 5 29165 29164 1
3326.58 1990.34 -0.5 0.422956 0.253965 -0.133153 16.8484 22 5 29329 29328 1
-4265.13 -2654.71 -0.5 -0.577925 -0.359 -0.142335 20.6305 22 5 30311 30284 1
2433.19 -855.725 -0.5 0.866001 -0.309381 -0.357182 12.8721 22 5 30389 30342 1
-67.6065 -265.136 -0.5 -0.0239315 -0.0564453 -0.32646 7.15981 22 5 30656 30637 1
1660.42 -1889.51 -0.5 0.372297 -0.43047 -0.229926 12.4593 22 5 30714 30637 1
-1523.11 5365.05 -0.5 -0.136999 0.483141 -0.0944751 22.419 22 5 30945 30944 1
513.998 256.884 -0.5 0.105759 0.0459693 -0.164135 7.40296 22 5 32248 32232 1
480.962 10.5472 -0.5 1.05232 0.0257814 -2.18975 7.11588 22 5 32913 32870 1
-2014.18 830.806 -0.5 -1.32512 0.56403 -0.682507 11.4337 22 5 33486 33484 1
6018.12 5844.48 -0.5 0.32711 0.316745 -0.0554377 31.4888 22 6 1115 1 1
3770.4 -9174.71 -0.5 0.19256 -0.470396 -0.0526116 36.7338 22 6 1355 1327 1
-2314.35 1576.54 -0.5 -1.35886 0.9146 -0.634252 13.53 22 6 2475 2474 1
134.142 4486.59 -0.5 0.106204 3.08881 -0.736341 18.8809 22 6 3767 3711 1
-7033.26 -2525.59 -0.5 -0.404641 -0.14817 -0.0602644 28.8136 22 6 8539 8537 1
298.479 381.23 -0.5 0.101208 0.138113 -0.291645 7.43107 22 6 10777 10749 1
-1045.63 896.431 -0.5 -0.230163 0.205195 -0.248535 9.34891 22 6 11394 11341 1
-2439.68 -5435.82 -0.5 -0.427986 -0.954714 -0.184605 23.749 22 6 12097 12096 1
-8019.7 -1037.3 -0.5 -69.1984 -9.11922 -9.30456 369.052 2112 6 12503 12463 1
-1401.2 -2071.43 -0.5 -0.197471 -0.291027 -0.15103 12.6879 22 6 12638 12623 1
365.479 416.87 -0.5 0.198709 0.293603 -0.705184 7.54975 22 6 13941 13940 1
-437.525 -2493.88 -0.5 -0.138183 -0.718741 -0.294666 12.9118 22 6 15979 15978 1
-3736.03 -108.571 -0.5 -0.491086 -0.0169495 -0.140239 16.6121 22 6 17666 17644 1
3815.26 2133.03 -0.5 0.480523 0.267304 -0.131112 18.4222 22 6 19241 19219 1
1375.2 -4922.35 -0.5 0.113113 -0.399955 -0.0869511 21.0664 22 7 2865 2863 1
-221.064 -2585.88 -0.5 -0.253279 -3.09039 -1.26735 12.9837 22 7 3722 3608 1
