# This file contains the peak energy deposition density for each cube in the detector array.
# Each line corresponds to one cube, with the following format: (x, y, z, peak energy deposition density)
# x, y, z: The coordinates of the cube in the detector array
# peak energy deposition density: The maximum energy deposition density in the cube, in units of J/g
# this is for a 100mm X 100mm X 200mm lXe Target. Each cube is 10mm X 10mm X 10mm
x	y	z	peak_energy_deposition_density
4.0	10.0	7.0	3.2861295570290904e-12
4.0	10.0	8.0	3.009396149901805e-12
4.0	10.0	9.0	2.7259441480410436e-12
4.0	10.0	10.0	4.9316368027131136e-12
4.0	10.0	11.0	4.905438831665457e-12
4.0	10.0	12.0	5.944921172206058e-12
4.0	10.0	13.0	6.988932836358745e-12
4.0	10.0	14.0	8.022860239528509e-12
4.0	10.0	15.0	8.926332658856215e-12
4.0	10.0	16.0	1.0945065449410291e-11
4.0	10.0	17.0	1.1874474979495319e-11
4.0	10.0	18.0	1.4309616704963554e-11
4.0	10.0	19.0	1.296866886083815e-11
4.0	10.0	20.0	9.550908921139975e-12
5.0	0.0	0.0	1.3809750712603737e-13
5.0	0.0	1.0	3.433671024605413e-13
5.0	0.0	2.0	6.316741868487884e-13
5.0	0.0	3.0	8.896671072900224e-13
5.0	0.0	4.0	9.87868674615171e-13
5.0	0.0	5.0	1.6347801517202246e-12
5.0	0.0	6.0	2.308548766211769e-12
5.0	0.0	7.0	2.3960154131599975e-12
5.0	0.0	8.0	3.4657779894820983e-12
5.0	0.0	9.0	4.354442420670373e-12
5.0	0.0	10.0	5.586127004189853e-12
5.0	0.0	11.0	6.8028095809168115e-12
5.0	0.0	12.0	8.304690121535474e-12
5.0	0.0	13.0	9.8581688847896e-12
5.0	0.0	14.0	1.0517062873343876e-11
5.0	0.0	15.0	1.0600611756616206e-11
5.0	0.0	16.0	1.3890783059858351e-11
5.0	0.0	17.0	1.4466125316976989e-11
5.0	0.0	18.0	1.2764008444908103e-11
5.0	0.0	19.0	1.577072866098965e-11
5.0	0.0	20.0	1.3424700206402437e-11
5.0	1.0	0.0	3.984829335739259e-13
5.0	1.0	1.0	7.460480806276975e-13
5.0	1.0	2.0	7.004729406328576e-13
5.0	1.0	3.0	7.745675056244029e-13
5.0	1.0	4.0	1.611236842491861e-12
5.0	1.0	5.0	2.7739922227127495e-12
5.0	1.0	6.0	4.287708110272179e-12
5.0	1.0	7.0	4.9599675401868984e-12
5.0	1.0	8.0	6.8139548088551256e-12
5.0	1.0	9.0	1.0104800575397913e-11
5.0	1.0	10.0	9.917505663537952e-12
5.0	1.0	11.0	1.585936680771913e-11
5.0	1.0	12.0	1.9098088433429818e-11
5.0	1.0	13.0	1.8449394827150208e-11
5.0	1.0	14.0	2.3020748280605624e-11
5.0	1.0	15.0	2.68273100455363e-11
5.0	1.0	16.0	2.843733947402205e-11
5.0	1.0	17.0	3.010866203498145e-11
5.0	1.0	18.0	3.093552523261564e-11
5.0	1.0	19.0	3.26346537262917e-11
5.0	1.0	20.0	3.255338460961284e-11
5.0	2.0	0.0	8.037433499296279e-13
5.0	2.0	1.0	1.0289486587574779e-12
5.0	2.0	2.0	1.3145061850500445e-12
5.0	2.0	3.0	3.6052889386793516e-12
5.0	2.0	4.0	5.576132765730359e-12
5.0	2.0	5.0	1.1483245163565471e-11
5.0	2.0	6.0	1.5763617877668557e-11
5.0	2.0	7.0	1.9570851315171323e-11
5.0	2.0	8.0	2.507905489777018e-11
5.0	2.0	9.0	3.114433048948093e-11
5.0	2.0	10.0	3.7125862850312765e-11
5.0	2.0	11.0	4.36233038216877e-11
5.0	2.0	12.0	4.88842901284814e-11
5.0	2.0	13.0	6.750070891950747e-11
5.0	2.0	14.0	7.448781572678063e-11
5.0	2.0	15.0	7.90072168099382e-11
5.0	2.0	16.0	8.554399372636201e-11
5.0	2.0	17.0	8.926103802415798e-11
5.0	2.0	18.0	9.096580134316081e-11
5.0	2.0	19.0	8.650010123063348e-11
5.0	2.0	20.0	8.66225546440047e-11
5.0	3.0	0.0	1.0728729741109656e-12
5.0	3.0	1.0	3.951482977910544e-12
5.0	3.0	2.0	7.929398087560957e-12
5.0	3.0	3.0	1.5845528174422395e-11
5.0	3.0	4.0	2.95435729946926e-11
5.0	3.0	5.0	5.0843675413082486e-11
5.0	3.0	6.0	7.126096558374012e-11
5.0	3.0	7.0	9.111269873448239e-11
5.0	3.0	8.0	1.1914446809894694e-10
5.0	3.0	9.0	1.4707507698591582e-10
5.0	3.0	10.0	1.7954390665503562e-10
5.0	3.0	11.0	2.0609539671228013e-10
5.0	3.0	12.0	2.448032528403053e-10
5.0	3.0	13.0	2.655956192632132e-10
5.0	3.0	14.0	2.893352488727464e-10
5.0	3.0	15.0	3.153640895625911e-10
5.0	3.0	16.0	3.3252170471271506e-10
5.0	3.0	17.0	3.6443444326155545e-10
5.0	3.0	18.0	3.555415052276589e-10
5.0	3.0	19.0	3.5331320925140343e-10
5.0	3.0	20.0	3.1537299388879123e-10
5.0	4.0	0.0	3.690084414010155e-11
5.0	4.0	1.0	7.528998516902615e-11
5.0	4.0	2.0	1.5093613751719815e-10
5.0	4.0	3.0	2.559516859203335e-10
5.0	4.0	4.0	4.031109787266613e-10
5.0	4.0	5.0	5.638032054705364e-10
5.0	4.0	6.0	7.561845225064287e-10
5.0	4.0	7.0	9.462103633466784e-10
5.0	4.0	8.0	1.1156823419337587e-09
5.0	4.0	9.0	1.2813865793467861e-09
5.0	4.0	10.0	1.4147431609408607e-09
5.0	4.0	11.0	1.5840216594284315e-09
5.0	4.0	12.0	1.7058291032080083e-09
5.0	4.0	13.0	1.7683826287751748e-09
5.0	4.0	14.0	1.789979068322949e-09
5.0	4.0	15.0	1.8398767774705503e-09
5.0	4.0	16.0	1.7841595620265367e-09
5.0	4.0	17.0	1.7418090951921423e-09
5.0	4.0	18.0	1.6498061685375476e-09
5.0	4.0	19.0	1.5886136718280044e-09
5.0	4.0	20.0	1.4235060121630758e-09
5.0	5.0	0.0	1.0374034800607906e-10
5.0	5.0	1.0	2.1240121163434007e-10
5.0	5.0	2.0	4.131969321403587e-10
5.0	5.0	3.0	6.655937262096993e-10
5.0	5.0	4.0	9.960352067104369e-10
5.0	5.0	5.0	1.3748369247347426e-09
5.0	5.0	6.0	1.799885704598838e-09
5.0	5.0	7.0	2.226699924906119e-09
5.0	5.0	8.0	2.620107551886845e-09
5.0	5.0	9.0	2.9512766645121947e-09
5.0	5.0	10.0	3.2868085619552233e-09
5.0	5.0	11.0	3.4877679335785346e-09
5.0	5.0	12.0	3.6640703417948566e-09
5.0	5.0	13.0	3.753180858114848e-09
5.0	5.0	14.0	3.75467534899575e-09
5.0	5.0	15.0	3.768616319716292e-09
5.0	5.0	16.0	3.6101748039626878e-09
5.0	5.0	17.0	3.483101739933881e-09
5.0	5.0	18.0	3.304320253536981e-09
5.0	5.0	19.0	3.0407436676995553e-09
5.0	5.0	20.0	2.7591520109200676e-09
5.0	6.0	0.0	3.111941124978608e-11
5.0	6.0	1.0	6.327401038734832e-11
5.0	6.0	2.0	1.1935176325843417e-10
5.0	6.0	3.0	2.1625321740789495e-10
5.0	6.0	4.0	3.3916325255091277e-10
5.0	6.0	5.0	4.845194663126533e-10
5.0	6.0	6.0	6.471129062119214e-10
5.0	6.0	7.0	8.228211326323234e-10
5.0	6.0	8.0	9.854321952404067e-10
5.0	6.0	9.0	1.136799961462244e-09
5.0	6.0	10.0	1.30071703272432e-09
5.0	6.0	11.0	1.402172881091213e-09
5.0	6.0	12.0	1.5112125973647707e-09
5.0	6.0	13.0	1.588967833569765e-09
5.0	6.0	14.0	1.6849829226771983e-09
5.0	6.0	15.0	1.6761035876460058e-09
5.0	6.0	16.0	1.6414131635926508e-09
5.0	6.0	17.0	1.5851686965981414e-09
5.0	6.0	18.0	1.5331271333278563e-09
5.0	6.0	19.0	1.429595825115979e-09
5.0	6.0	20.0	1.2960227049827624e-09
5.0	7.0	0.0	1.6754275544650356e-12
5.0	7.0	1.0	2.7471005292572524e-12
5.0	7.0	2.0	4.841122977435334e-12
5.0	7.0	3.0	1.1474811262901932e-11
5.0	7.0	4.0	2.015696471005199e-11
5.0	7.0	5.0	3.5016521582464567e-11
5.0	7.0	6.0	5.1818066963611863e-11
5.0	7.0	7.0	8.183875401702502e-11
5.0	7.0	8.0	1.079905023520743e-10
5.0	7.0	9.0	1.2721741376862548e-10
5.0	7.0	10.0	1.6421112196305706e-10
5.0	7.0	11.0	1.8087743548651646e-10
5.0	7.0	12.0	2.1808305612755951e-10
5.0	7.0	13.0	2.6070535196631553e-10
5.0	7.0	14.0	2.8511650706085503e-10
5.0	7.0	15.0	2.954666053658809e-10
5.0	7.0	16.0	3.212588704200329e-10
5.0	7.0	17.0	3.291104346208201e-10
5.0	7.0	18.0	3.2261664839350026e-10
5.0	7.0	19.0	3.1472322322162953e-10
5.0	7.0	20.0	3.0127382951619755e-10
5.0	8.0	0.0	7.067626867745406e-13
5.0	8.0	1.0	7.834512658013209e-13
5.0	8.0	2.0	1.4247783015586239e-12
5.0	8.0	3.0	1.679257579736507e-12
5.0	8.0	4.0	3.7937817762519365e-12
5.0	8.0	5.0	5.695518941390357e-12
5.0	8.0	6.0	7.044776811231585e-12
5.0	8.0	7.0	1.0604072633337937e-11
5.0	8.0	8.0	1.872115771093572e-11
5.0	8.0	9.0	2.497010822108196e-11
5.0	8.0	10.0	2.7103407624856333e-11
5.0	8.0	11.0	3.968438145978295e-11
5.0	8.0	12.0	4.188580672143934e-11
5.0	8.0	13.0	5.053008592726232e-11
5.0	8.0	14.0	5.877619559616642e-11
5.0	8.0	15.0	6.856942988949413e-11
5.0	8.0	16.0	7.824446717673233e-11
5.0	8.0	17.0	8.616791887116922e-11
5.0	8.0	18.0	9.27113202157377e-11
5.0	8.0	19.0	8.440531940574636e-11
5.0	8.0	20.0	7.397671704006286e-11
5.0	9.0	0.0	4.1499283479230156e-13
5.0	9.0	1.0	6.161800167860615e-13
5.0	9.0	2.0	9.836636565657743e-13
5.0	9.0	3.0	2.130072184087362e-12
5.0	9.0	4.0	1.1261310877651667e-12
5.0	9.0	5.0	1.6552343897421226e-12
5.0	9.0	6.0	4.0577710171786246e-12
5.0	9.0	7.0	4.376005052029242e-12
5.0	9.0	8.0	6.375815863140312e-12
5.0	9.0	9.0	8.18590587164632e-12
5.0	9.0	10.0	1.1127397880442835e-11
5.0	9.0	11.0	1.1870861296954e-11
5.0	9.0	12.0	1.4157368201406314e-11
5.0	9.0	13.0	1.5660541655109645e-11
5.0	9.0	14.0	1.9092574162481344e-11
5.0	9.0	15.0	2.2764358131660043e-11
5.0	9.0	16.0	2.3520258402786875e-11
5.0	9.0	17.0	2.6300008459687234e-11
5.0	9.0	18.0	3.200186851881839e-11
5.0	9.0	19.0	3.3600942840243274e-11
5.0	9.0	20.0	2.8302073582749465e-11
5.0	10.0	0.0	2.692364220312574e-13
5.0	10.0	1.0	3.7256701305393236e-13
5.0	10.0	2.0	6.326389733449714e-13
5.0	10.0	3.0	1.2937999092349442e-12
5.0	10.0	4.0	1.3220380174064787e-12
5.0	10.0	5.0	1.9531662526655303e-12
5.0	10.0	6.0	1.6689546095439791e-12
5.0	10.0	7.0	2.843726460305463e-12
5.0	10.0	8.0	3.449743611358876e-12
5.0	10.0	9.0	4.152205066420201e-12
5.0	10.0	10.0	5.683288953603948e-12
5.0	10.0	11.0	6.263881699103861e-12
5.0	10.0	12.0	6.736076487586896e-12
5.0	10.0	13.0	8.355146753875177e-12
5.0	10.0	14.0	9.899096147263218e-12
5.0	10.0	15.0	9.575637751338247e-12
5.0	10.0	16.0	1.2967843174362428e-11
5.0	10.0	17.0	1.2772594880437277e-11
5.0	10.0	18.0	1.5384325254213894e-11
5.0	10.0	19.0	1.595660435464136e-11
5.0	10.0	20.0	1.4540819679823099e-11
6.0	0.0	0.0	3.202373741603404e-13
6.0	0.0	1.0	4.3204985844266807e-13
6.0	0.0	2.0	4.799399049476918e-13
6.0	0.0	3.0	5.124249428180781e-13
6.0	0.0	4.0	8.064874911165664e-13
6.0	0.0	5.0	1.6007927809246911e-12
6.0	0.0	6.0	1.5109779154307299e-12
6.0	0.0	7.0	2.777593756978971e-12
6.0	0.0	8.0	3.504738206043071e-12
6.0	0.0	9.0	3.5243476630944435e-12
6.0	0.0	10.0	5.390957738644472e-12
6.0	0.0	11.0	6.295623282580493e-12
6.0	0.0	12.0	7.409191887068932e-12
6.0	0.0	13.0	7.17514315960222e-12
6.0	0.0	14.0	8.149076419794415e-12
6.0	0.0	15.0	1.1575566829995831e-11
6.0	0.0	16.0	1.3700564168696585e-11
6.0	0.0	17.0	1.2943634185212047e-11
6.0	0.0	18.0	1.4311096552997161e-11
6.0	0.0	19.0	1.5655029010210404e-11
6.0	0.0	20.0	1.2114772294634617e-11
6.0	1.0	0.0	2.9688843576009366e-13
6.0	1.0	1.0	4.063947839979634e-13
6.0	1.0	2.0	5.682110480258021e-13
6.0	1.0	3.0	1.1424075306339134e-12
6.0	1.0	4.0	1.7415989605302186e-12
6.0	1.0	5.0	1.8625072820667513e-12
6.0	1.0	6.0	3.0971165247686795e-12
6.0	1.0	7.0	4.637368327623039e-12
6.0	1.0	8.0	5.363069105183409e-12
6.0	1.0	9.0	6.705783393266353e-12
6.0	1.0	10.0	1.0715437331495982e-11
6.0	1.0	11.0	1.2938172256988992e-11
6.0	1.0	12.0	1.3189452668596977e-11
6.0	1.0	13.0	1.6589416888259884e-11
6.0	1.0	14.0	1.7789009142376602e-11
6.0	1.0	15.0	2.0207685165107708e-11
6.0	1.0	16.0	2.5923234481285506e-11
6.0	1.0	17.0	2.689910391987051e-11
6.0	1.0	18.0	3.051001823280867e-11
6.0	1.0	19.0	2.8181911327214273e-11
6.0	1.0	20.0	2.6290579725503325e-11
6.0	2.0	0.0	2.5437029978346884e-13
6.0	2.0	1.0	6.120375237204989e-13
6.0	2.0	2.0	1.3023215807479318e-12
6.0	2.0	3.0	1.8740341529825235e-12
6.0	2.0	4.0	3.0825070226043745e-12
6.0	2.0	5.0	6.566842698502714e-12
6.0	2.0	6.0	7.316269771279193e-12
6.0	2.0	7.0	1.1297917004636309e-11
6.0	2.0	8.0	1.3827111803119383e-11
6.0	2.0	9.0	2.0528335313790818e-11
6.0	2.0	10.0	2.7494753573113574e-11
6.0	2.0	11.0	3.459476974987454e-11
6.0	2.0	12.0	3.578269895229356e-11
6.0	2.0	13.0	4.0122107549753904e-11
6.0	2.0	14.0	4.787747546296607e-11
6.0	2.0	15.0	5.646266340938938e-11
6.0	2.0	16.0	6.151536278027823e-11
6.0	2.0	17.0	7.1541310987461e-11
6.0	2.0	18.0	7.631135188793622e-11
6.0	2.0	19.0	8.389581848617739e-11
6.0	2.0	20.0	7.18678014763517e-11
6.0	3.0	0.0	7.658534090625267e-13
6.0	3.0	1.0	2.00549859133255e-12
6.0	3.0	2.0	4.049003378184941e-12
6.0	3.0	3.0	8.475820667583884e-12
6.0	3.0	4.0	1.717169530468495e-11
6.0	3.0	5.0	2.6182308556813047e-11
6.0	3.0	6.0	3.7887890919805837e-11
6.0	3.0	7.0	4.9274473148499294e-11
6.0	3.0	8.0	7.220740407659694e-11
6.0	3.0	9.0	9.315810634671256e-11
6.0	3.0	10.0	1.1123983822490894e-10
6.0	3.0	11.0	1.256954772201294e-10
6.0	3.0	12.0	1.594492934261099e-10
6.0	3.0	13.0	1.9264337767115493e-10
6.0	3.0	14.0	2.1333403309722781e-10
6.0	3.0	15.0	2.198474920282405e-10
6.0	3.0	16.0	2.439184480515432e-10
6.0	3.0	17.0	2.485596850454331e-10
6.0	3.0	18.0	2.45946426452809e-10
6.0	3.0	19.0	2.5620018652953094e-10
6.0	3.0	20.0	2.3375562738509e-10
6.0	4.0	0.0	1.158033150798412e-11
6.0	4.0	1.0	2.6496011497790174e-11
6.0	4.0	2.0	5.085692848147406e-11
6.0	4.0	3.0	8.930632946896616e-11
6.0	4.0	4.0	1.3468848400630152e-10
6.0	4.0	5.0	2.102765740917746e-10
6.0	4.0	6.0	2.8292994041904946e-10
6.0	4.0	7.0	3.892465915837084e-10
6.0	4.0	8.0	4.856674034464096e-10
6.0	4.0	9.0	5.852980552790107e-10
6.0	4.0	10.0	6.743929707616835e-10
6.0	4.0	11.0	7.351555192297602e-10
6.0	4.0	12.0	8.250379641885335e-10
6.0	4.0	13.0	8.616195888357914e-10
6.0	4.0	14.0	8.918569952640649e-10
6.0	4.0	15.0	9.258752675316927e-10
6.0	4.0	16.0	9.486714206763547e-10
6.0	4.0	17.0	9.472563749201915e-10
6.0	4.0	18.0	8.967819327264313e-10
6.0	4.0	19.0	8.884091718736095e-10
6.0	4.0	20.0	8.163075945746735e-10
6.0	5.0	0.0	3.7055788263254615e-11
6.0	5.0	1.0	7.468520992134513e-11
6.0	5.0	2.0	1.4188434621898254e-10
6.0	5.0	3.0	2.4567035212483126e-10
6.0	5.0	4.0	3.752757124665924e-10
6.0	5.0	5.0	5.451793041145467e-10
6.0	5.0	6.0	7.499745497479695e-10
6.0	5.0	7.0	9.461933537660117e-10
6.0	5.0	8.0	1.1565975607105196e-09
6.0	5.0	9.0	1.344689971594048e-09
6.0	5.0	10.0	1.4779689333760738e-09
6.0	5.0	11.0	1.6001305967768425e-09
6.0	5.0	12.0	1.6810938370868163e-09
6.0	5.0	13.0	1.7429615237782437e-09
6.0	5.0	14.0	1.7683443067175576e-09
6.0	5.0	15.0	1.7835312795233761e-09
6.0	5.0	16.0	1.7252869556284564e-09
6.0	5.0	17.0	1.7021561333340534e-09
6.0	5.0	18.0	1.6502345692740397e-09
6.0	5.0	19.0	1.5732514692778675e-09
6.0	5.0	20.0	1.4615874633479742e-09
6.0	6.0	0.0	1.0931933940867294e-11
6.0	6.0	1.0	2.1286679212186714e-11
6.0	6.0	2.0	4.649804598879299e-11
6.0	6.0	3.0	8.735055974329234e-11
6.0	6.0	4.0	1.3596637828882667e-10
6.0	6.0	5.0	2.0159465109063304e-10
6.0	6.0	6.0	2.801286586881199e-10
6.0	6.0	7.0	3.6925222279660444e-10
6.0	6.0	8.0	4.575342652810663e-10
6.0	6.0	9.0	5.561778535395927e-10
6.0	6.0	10.0	6.367076450306024e-10
6.0	6.0	11.0	7.047477253623231e-10
6.0	6.0	12.0	7.580587012698233e-10
6.0	6.0	13.0	8.397460795156898e-10
6.0	6.0	14.0	8.752273015764274e-10
6.0	6.0	15.0	9.01514850436342e-10
6.0	6.0	16.0	9.228994987849483e-10
6.0	6.0	17.0	9.121183538808323e-10
6.0	6.0	18.0	8.915800394828508e-10
6.0	6.0	19.0	8.467102204290404e-10
6.0	6.0	20.0	7.786101922972336e-10
6.0	7.0	0.0	1.9574318313640153e-12
6.0	7.0	1.0	2.7851992658049984e-12
6.0	7.0	2.0	7.806798250002995e-12
6.0	7.0	3.0	1.2035635510280453e-11
6.0	7.0	4.0	1.9348360586584804e-11
6.0	7.0	5.0	3.303726801978392e-11
6.0	7.0	6.0	4.6128843611289236e-11
6.0	7.0	7.0	6.644274862647407e-11
6.0	7.0	8.0	7.793908415020503e-11
6.0	7.0	9.0	9.578112501363165e-11
6.0	7.0	10.0	1.2297453782477015e-10
6.0	7.0	11.0	1.4061170323797175e-10
6.0	7.0	12.0	1.6530021359056185e-10
6.0	7.0	13.0	1.831333078663511e-10
6.0	7.0	14.0	1.9613758781860458e-10
6.0	7.0	15.0	2.2250535100435405e-10
6.0	7.0	16.0	2.2508712517804296e-10
6.0	7.0	17.0	2.4244959567804706e-10
6.0	7.0	18.0	2.3086719719672467e-10
6.0	7.0	19.0	2.2765036230105779e-10
6.0	7.0	20.0	2.1411416754976583e-10
6.0	8.0	0.0	3.933510798888197e-13
6.0	8.0	1.0	5.287873965834955e-13
6.0	8.0	2.0	1.172599109350141e-12
6.0	8.0	3.0	1.978052676223726e-12
6.0	8.0	4.0	3.4108539887729732e-12
6.0	8.0	5.0	6.214494640766519e-12
6.0	8.0	6.0	6.094472436303413e-12
6.0	8.0	7.0	9.335432680935398e-12
6.0	8.0	8.0	1.3710470012255297e-11
6.0	8.0	9.0	1.874285555694176e-11
6.0	8.0	10.0	2.5143361548681028e-11
6.0	8.0	11.0	2.6632163687893447e-11
6.0	8.0	12.0	4.015905192416778e-11
6.0	8.0	13.0	4.6489226815269733e-11
6.0	8.0	14.0	5.6640272469292635e-11
6.0	8.0	15.0	6.05602761175253e-11
6.0	8.0	16.0	6.492061058264532e-11
6.0	8.0	17.0	6.866299792726999e-11
6.0	8.0	18.0	6.946133081460115e-11
6.0	8.0	19.0	6.891516738488546e-11
6.0	8.0	20.0	6.716877336659136e-11
6.0	9.0	0.0	1.713034026772353e-13
6.0	9.0	1.0	5.216272040990734e-13
6.0	9.0	2.0	6.491563765262045e-13
6.0	9.0	3.0	1.48323465956016e-12
6.0	9.0	4.0	2.316176966264512e-12
6.0	9.0	5.0	2.861220530939172e-12
6.0	9.0	6.0	3.056868707898442e-12
6.0	9.0	7.0	4.4959702785771515e-12
6.0	9.0	8.0	6.556027100149735e-12
6.0	9.0	9.0	7.61616408681102e-12
6.0	9.0	10.0	8.742787705158811e-12
6.0	9.0	11.0	1.3099165814383477e-11
6.0	9.0	12.0	1.4913038618511255e-11
6.0	9.0	13.0	1.9296576969433824e-11
6.0	9.0	14.0	1.860768209221714e-11
6.0	9.0	15.0	1.8391425962722353e-11
6.0	9.0	16.0	2.5855365956789244e-11
6.0	9.0	17.0	2.5190761768608812e-11
6.0	9.0	18.0	2.912398398792323e-11
6.0	9.0	19.0	2.9618401784444505e-11
6.0	9.0	20.0	3.0186886855669844e-11
6.0	10.0	0.0	4.4929040700460357e-13
6.0	10.0	1.0	6.385624135118623e-13
6.0	10.0	2.0	9.687156273916084e-13
6.0	10.0	3.0	5.920491033361573e-13
6.0	10.0	4.0	1.275456777762799e-12
6.0	10.0	5.0	2.0368939586536183e-12
6.0	10.0	6.0	1.8941381194375924e-12
6.0	10.0	7.0	2.9164171886897715e-12
6.0	10.0	8.0	2.589893974812321e-12
6.0	10.0	9.0	3.88121118352599e-12
6.0	10.0	10.0	3.5791595532162293e-12
6.0	10.0	11.0	4.182735446626872e-12
6.0	10.0	12.0	7.458643962645582e-12
6.0	10.0	13.0	8.356821264253832e-12
6.0	10.0	14.0	1.016264641837758e-11
6.0	10.0	15.0	1.0519487287243467e-11
6.0	10.0	16.0	1.1667170616471769e-11
6.0	10.0	17.0	1.1339596146956159e-11
6.0	10.0	18.0	1.3303907597665005e-11
6.0	10.0	19.0	1.6282309571243043e-11
6.0	10.0	20.0	1.2976706108087804e-11
7.0	0.0	0.0	3.274668801806662e-13
7.0	0.0	1.0	2.4898235175451986e-13
7.0	0.0	2.0	8.589394971322386e-13
7.0	0.0	3.0	7.905098548953878e-13
7.0	0.0	4.0	1.026996015072653e-12
7.0	0.0	5.0	1.2551871474374035e-12
7.0	0.0	6.0	1.821579948517911e-12
7.0	0.0	7.0	1.3298558146907668e-12
7.0	0.0	8.0	2.481510607368873e-12
7.0	0.0	9.0	2.8683169718767e-12
7.0	0.0	10.0	5.818112369644968e-12
7.0	0.0	11.0	5.8480025020557344e-12
7.0	0.0	12.0	5.3067222484624065e-12
7.0	0.0	13.0	6.771608073713103e-12
7.0	0.0	14.0	8.90007478105154e-12
7.0	0.0	15.0	8.35115280656469e-12
7.0	0.0	16.0	9.807987802198772e-12
7.0	0.0	17.0	1.1961986384303096e-11
7.0	0.0	18.0	1.096010482720339e-11
7.0	0.0	19.0	1.2516188782753793e-11
7.0	0.0	20.0	1.1215583689846377e-11
7.0	1.0	0.0	3.0055412691901477e-13
7.0	1.0	1.0	3.832311072405439e-13
7.0	1.0	2.0	8.357114267636417e-13
7.0	1.0	3.0	1.105017228522997e-12
7.0	1.0	4.0	1.5722594826951608e-12
7.0	1.0	5.0	2.622245218183633e-12
7.0	1.0	6.0	2.5296711878278712e-12
7.0	1.0	7.0	3.614043995730555e-12
7.0	1.0	8.0	5.1585216487827216e-12
7.0	1.0	9.0	5.88213462145315e-12
7.0	1.0	10.0	6.862772437448486e-12
7.0	1.0	11.0	9.31778502921959e-12
7.0	1.0	12.0	9.974156941469497e-12
7.0	1.0	13.0	1.228508856150962e-11
7.0	1.0	14.0	1.3507386879973987e-11
7.0	1.0	15.0	1.630750115020258e-11
7.0	1.0	16.0	1.6918201632781314e-11
7.0	1.0	17.0	2.203191894749993e-11
7.0	1.0	18.0	2.02073897610102e-11
7.0	1.0	19.0	2.122672821583132e-11
7.0	1.0	20.0	2.084847854311894e-11
7.0	2.0	0.0	4.150315458321456e-13
7.0	2.0	1.0	4.1811303607916837e-13
7.0	2.0	2.0	9.763006826126167e-13
7.0	2.0	3.0	1.7794165739463467e-12
7.0	2.0	4.0	2.3202420757178177e-12
7.0	2.0	5.0	3.5373030152734784e-12
7.0	2.0	6.0	5.855407726236847e-12
7.0	2.0	7.0	7.2526134489098815e-12
7.0	2.0	8.0	7.376619922679359e-12
7.0	2.0	9.0	1.1640903821547676e-11
7.0	2.0	10.0	1.6709355560886758e-11
7.0	2.0	11.0	1.6945301284260668e-11
7.0	2.0	12.0	2.2533352774138714e-11
7.0	2.0	13.0	2.576536516550602e-11
7.0	2.0	14.0	3.182186844833123e-11
7.0	2.0	15.0	4.034094031561933e-11
7.0	2.0	16.0	4.256321721542456e-11
7.0	2.0	17.0	4.612564650329944e-11
7.0	2.0	18.0	4.015251037912161e-11
7.0	2.0	19.0	4.827609510791203e-11
7.0	2.0	20.0	5.147423547516412e-11
7.0	3.0	0.0	3.9146513297799344e-13
7.0	3.0	1.0	9.232718479763105e-13
7.0	3.0	2.0	1.2503884374378169e-12
7.0	3.0	3.0	3.2839910239607116e-12
7.0	3.0	4.0	5.6129101563364404e-12
7.0	3.0	5.0	8.6527365905004e-12
7.0	3.0	6.0	1.1510903919674605e-11
7.0	3.0	7.0	1.7649182934407665e-11
7.0	3.0	8.0	2.6028512868988205e-11
7.0	3.0	9.0	3.237847144356899e-11
7.0	3.0	10.0	4.655178135017455e-11
7.0	3.0	11.0	5.6189401362579505e-11
7.0	3.0	12.0	6.308755491729885e-11
7.0	3.0	13.0	7.438930010964623e-11
7.0	3.0	14.0	7.622323770554003e-11
7.0	3.0	15.0	8.843807150418795e-11
7.0	3.0	16.0	9.15391011015049e-11
7.0	3.0	17.0	1.0061193854505338e-10
7.0	3.0	18.0	1.0834823104143177e-10
7.0	3.0	19.0	1.1152374794535824e-10
7.0	3.0	20.0	1.072858119666757e-10
7.0	4.0	0.0	4.960602705290384e-13
7.0	4.0	1.0	2.8473331736768305e-12
7.0	4.0	2.0	6.921046592212102e-12
7.0	4.0	3.0	1.4601883971752766e-11
7.0	4.0	4.0	1.9289269856972272e-11
7.0	4.0	5.0	2.3257581321410422e-11
7.0	4.0	6.0	3.9684040295518725e-11
7.0	4.0	7.0	5.0643033395859436e-11
7.0	4.0	8.0	6.951022442271843e-11
7.0	4.0	9.0	9.195822733032334e-11
7.0	4.0	10.0	1.188586651867969e-10
7.0	4.0	11.0	1.3094336385107437e-10
7.0	4.0	12.0	1.5690140972983474e-10
7.0	4.0	13.0	1.8983983599884507e-10
7.0	4.0	14.0	2.0020834352716397e-10
7.0	4.0	15.0	2.1374461278639717e-10
7.0	4.0	16.0	2.2830773329001905e-10
7.0	4.0	17.0	2.258868568239007e-10
7.0	4.0	18.0	2.29682629988516e-10
7.0	4.0	19.0	2.4265667408679983e-10
7.0	4.0	20.0	2.2925716073014174e-10
7.0	5.0	0.0	1.539901888128564e-12
7.0	5.0	1.0	4.499126597471993e-12
7.0	5.0	2.0	7.661871069720322e-12
7.0	5.0	3.0	1.4411654226590329e-11
7.0	5.0	4.0	2.6281532741994833e-11
7.0	5.0	5.0	4.072183154945704e-11
7.0	5.0	6.0	6.58367769682306e-11
7.0	5.0	7.0	8.387621085212412e-11
