# This file contains the peak energy deposition density for each cube in the detector array.
# Each line corresponds to one cube, with the following format: (x, y, z, peak energy deposition density)
# x, y, z: The coordinates of the cube in the detector array
# peak energy deposition density: The maximum energy deposition density in the cube, in units of J/g
# this is for a 100mm X 100mm X 200mm lXe Target. Each cube is 10mm X 10mm X 10mm
x	y	z	peak_energy_deposition_density
2.0	4.0	6.0	6.707806309731338e-12
2.0	4.0	7.0	8.735176656642948e-12
2.0	4.0	8.0	1.3655307543695331e-11
2.0	4.0	9.0	1.7250746610989608e-11
2.0	4.0	10.0	2.475913992625546e-11
2.0	4.0	11.0	2.6436043638864808e-11
2.0	4.0	12.0	3.570409835227407e-11
2.0	4.0	13.0	4.2817148641211614e-11
2.0	4.0	14.0	5.0108335336264245e-11
2.0	4.0	15.0	5.599788322433691e-11
2.0	4.0	16.0	6.542397903187279e-11
2.0	4.0	17.0	6.351306480585254e-11
2.0	4.0	18.0	6.391240686576465e-11
2.0	4.0	19.0	6.54045555417909e-11
2.0	4.0	20.0	6.191416652115736e-11
2.0	5.0	0.0	2.867899701493295e-13
2.0	5.0	1.0	7.335708992315814e-13
2.0	5.0	2.0	1.2160966472764421e-12
2.0	5.0	3.0	2.0106588642564263e-12
2.0	5.0	4.0	3.1738817624946795e-12
2.0	5.0	5.0	5.428200159797815e-12
2.0	5.0	6.0	8.563391919087402e-12
2.0	5.0	7.0	1.1671982717477771e-11
2.0	5.0	8.0	1.7540457135374483e-11
2.0	5.0	9.0	2.287901952108842e-11
2.0	5.0	10.0	3.0040886058078045e-11
2.0	5.0	11.0	3.678201472928578e-11
2.0	5.0	12.0	4.157528070900204e-11
2.0	5.0	13.0	4.877968134611485e-11
2.0	5.0	14.0	5.545513531813344e-11
2.0	5.0	15.0	6.717893881517597e-11
2.0	5.0	16.0	7.244907901053772e-11
2.0	5.0	17.0	8.494247341900783e-11
2.0	5.0	18.0	7.826793019954945e-11
2.0	5.0	19.0	7.810688506644516e-11
2.0	5.0	20.0	7.904400603120537e-11
2.0	6.0	0.0	3.9103149217985565e-13
2.0	6.0	1.0	5.724292703870709e-13
2.0	6.0	2.0	9.35636940487446e-13
2.0	6.0	3.0	3.2042789895069752e-12
2.0	6.0	4.0	2.345088329891918e-12
2.0	6.0	5.0	4.34789243077524e-12
2.0	6.0	6.0	6.948687573492616e-12
2.0	6.0	7.0	1.0068837975435581e-11
2.0	6.0	8.0	1.3806634716148874e-11
2.0	6.0	9.0	1.7725023326495738e-11
2.0	6.0	10.0	2.3217018354513596e-11
2.0	6.0	11.0	3.2330493906337707e-11
2.0	6.0	12.0	3.29510427000647e-11
2.0	6.0	13.0	4.048108597693758e-11
2.0	6.0	14.0	5.0279797297405305e-11
2.0	6.0	15.0	5.188087827317521e-11
2.0	6.0	16.0	5.486388043453477e-11
2.0	6.0	17.0	6.12359247624849e-11
2.0	6.0	18.0	6.530418367619744e-11
2.0	6.0	19.0	7.055279486404451e-11
2.0	6.0	20.0	6.800326690771175e-11
2.0	7.0	0.0	1.806422870884876e-13
2.0	7.0	1.0	3.9425287203340524e-13
2.0	7.0	2.0	8.36230597100134e-13
2.0	7.0	3.0	1.4839269089204007e-12
2.0	7.0	4.0	1.32483744426719e-12
2.0	7.0	5.0	3.386756266693503e-12
2.0	7.0	6.0	5.127988241097007e-12
2.0	7.0	7.0	5.7358536149361645e-12
2.0	7.0	8.0	7.785644550764277e-12
2.0	7.0	9.0	1.4719118425603954e-11
2.0	7.0	10.0	1.6141896160274927e-11
2.0	7.0	11.0	1.7112820317569584e-11
2.0	7.0	12.0	2.2377027331118167e-11
2.0	7.0	13.0	2.194815651014203e-11
2.0	7.0	14.0	2.8747209663911447e-11
2.0	7.0	15.0	3.353720446687105e-11
2.0	7.0	16.0	3.426611249585954e-11
2.0	7.0	17.0	3.8411488657386604e-11
2.0	7.0	18.0	4.119760515873467e-11
2.0	7.0	19.0	4.4851831161737607e-11
2.0	7.0	20.0	4.3790503402135604e-11
2.0	8.0	0.0	2.5011548507512793e-13
2.0	8.0	1.0	5.054261871270583e-13
2.0	8.0	2.0	1.0171593390472239e-12
2.0	8.0	3.0	9.424992860026038e-13
2.0	8.0	4.0	1.0405327783253705e-12
2.0	8.0	5.0	2.0578155868117305e-12
2.0	8.0	6.0	3.0478308847548275e-12
2.0	8.0	7.0	2.864366655693553e-12
2.0	8.0	8.0	5.440024488125511e-12
2.0	8.0	9.0	6.248666301861558e-12
2.0	8.0	10.0	6.000076053512898e-12
2.0	8.0	11.0	9.191516713540054e-12
2.0	8.0	12.0	1.3545356230097253e-11
2.0	8.0	13.0	1.1367971983179293e-11
2.0	8.0	14.0	1.4659070220911385e-11
2.0	8.0	15.0	1.9754365069991848e-11
2.0	8.0	16.0	1.91809404645429e-11
2.0	8.0	17.0	2.169036285913107e-11
2.0	8.0	18.0	2.0866700229276697e-11
2.0	8.0	19.0	2.3034946716873864e-11
2.0	8.0	20.0	2.412437072641992e-11
2.0	9.0	0.0	2.771459340261406e-13
2.0	9.0	1.0	2.4128500690171217e-13
2.0	9.0	2.0	5.891264222694524e-13
2.0	9.0	3.0	7.385114710395458e-13
2.0	9.0	4.0	8.436748121513027e-13
2.0	9.0	5.0	1.3560156767762672e-12
2.0	9.0	6.0	2.01379356868708e-12
2.0	9.0	7.0	2.6805665289174363e-12
2.0	9.0	8.0	2.13760276747305e-12
2.0	9.0	9.0	4.153536071864719e-12
2.0	9.0	10.0	5.796020179030478e-12
2.0	9.0	11.0	5.072681831262902e-12
2.0	9.0	12.0	6.4117475893271e-12
2.0	9.0	13.0	7.940393675511265e-12
2.0	9.0	14.0	1.0325382796332323e-11
2.0	9.0	15.0	9.953722669671898e-12
2.0	9.0	16.0	1.1808263104010929e-11
2.0	9.0	17.0	1.5105286114977307e-11
2.0	9.0	18.0	1.5197166694313217e-11
2.0	9.0	19.0	1.8035180487976897e-11
2.0	9.0	20.0	1.6015888129176403e-11
2.0	10.0	0.0	2.0489615796462953e-13
2.0	10.0	1.0	5.515657186632973e-13
2.0	10.0	2.0	2.4806310711559436e-13
2.0	10.0	3.0	3.2136591851719287e-13
2.0	10.0	4.0	1.0591125485193065e-12
2.0	10.0	5.0	7.887707491821283e-13
2.0	10.0	6.0	1.0976629510902035e-12
2.0	10.0	7.0	1.8294838840917156e-12
2.0	10.0	8.0	1.3456521065448705e-12
2.0	10.0	9.0	2.66870643569935e-12
2.0	10.0	10.0	3.015325900789082e-12
2.0	10.0	11.0	3.265956692638287e-12
2.0	10.0	12.0	5.270957346137018e-12
2.0	10.0	13.0	5.52189789846532e-12
2.0	10.0	14.0	6.9438323001471424e-12
2.0	10.0	15.0	7.952438397260119e-12
2.0	10.0	16.0	6.2062075764175205e-12
2.0	10.0	17.0	6.759108576324052e-12
2.0	10.0	18.0	7.784300271343317e-12
2.0	10.0	19.0	8.249174018970006e-12
2.0	10.0	20.0	9.287887255408313e-12
3.0	0.0	0.0	2.0117813102504728e-13
3.0	0.0	1.0	2.8834617901728175e-13
3.0	0.0	2.0	3.21541069573642e-13
3.0	0.0	3.0	6.923560436106473e-13
3.0	0.0	4.0	1.1689668636962742e-12
3.0	0.0	5.0	1.0364295128157901e-12
3.0	0.0	6.0	1.5827200299165887e-12
3.0	0.0	7.0	2.461844005999469e-12
3.0	0.0	8.0	3.1312302194060828e-12
3.0	0.0	9.0	3.1027065914220723e-12
3.0	0.0	10.0	4.275436737010003e-12
3.0	0.0	11.0	4.192764650787395e-12
3.0	0.0	12.0	6.014694994195787e-12
3.0	0.0	13.0	7.31725566440437e-12
3.0	0.0	14.0	8.707438311853394e-12
3.0	0.0	15.0	7.981970741492106e-12
3.0	0.0	16.0	8.89055815594988e-12
3.0	0.0	17.0	1.1812044146407653e-11
3.0	0.0	18.0	1.453323459042087e-11
3.0	0.0	19.0	1.2128515891729007e-11
3.0	0.0	20.0	1.1678166822288228e-11
3.0	1.0	0.0	2.343106934922234e-13
3.0	1.0	1.0	5.786337007586333e-13
3.0	1.0	2.0	9.692820193479244e-13
3.0	1.0	3.0	1.2743476092718299e-12
3.0	1.0	4.0	8.613853421110867e-13
3.0	1.0	5.0	1.6393283479747514e-12
3.0	1.0	6.0	2.4608459432766304e-12
3.0	1.0	7.0	3.463359647359923e-12
3.0	1.0	8.0	3.9149041975255916e-12
3.0	1.0	9.0	5.3747865472240735e-12
3.0	1.0	10.0	5.4898901019743386e-12
3.0	1.0	11.0	9.572015897316304e-12
3.0	1.0	12.0	1.1405603601412866e-11
3.0	1.0	13.0	1.3489046792691703e-11
3.0	1.0	14.0	1.4119613629978465e-11
3.0	1.0	15.0	1.4860916873022745e-11
3.0	1.0	16.0	1.8879848917773927e-11
3.0	1.0	17.0	2.262257364444628e-11
3.0	1.0	18.0	1.9994926841990632e-11
3.0	1.0	19.0	2.18892028751435e-11
3.0	1.0	20.0	2.0210570832259027e-11
3.0	2.0	0.0	2.8096035633253944e-13
3.0	2.0	1.0	6.449904937435095e-13
3.0	2.0	2.0	8.952733761648678e-13
3.0	2.0	3.0	1.458671363506366e-12
3.0	2.0	4.0	1.8088411093782887e-12
3.0	2.0	5.0	3.1489210921831587e-12
3.0	2.0	6.0	4.186605411562971e-12
3.0	2.0	7.0	5.836949689000366e-12
3.0	2.0	8.0	9.902322866982137e-12
3.0	2.0	9.0	1.0144376595303021e-11
3.0	2.0	10.0	1.541560565280123e-11
3.0	2.0	11.0	1.924508736254636e-11
3.0	2.0	12.0	2.119764363254888e-11
3.0	2.0	13.0	2.8419308791951244e-11
3.0	2.0	14.0	3.45288547201211e-11
3.0	2.0	15.0	3.1426762029180354e-11
3.0	2.0	16.0	3.596278166543875e-11
3.0	2.0	17.0	4.3822568022807696e-11
3.0	2.0	18.0	4.1508722687949e-11
3.0	2.0	19.0	4.466038239888264e-11
3.0	2.0	20.0	4.528679600450546e-11
3.0	3.0	0.0	4.778060802060419e-13
3.0	3.0	1.0	9.569599571885816e-13
3.0	3.0	2.0	1.8089350100589683e-12
3.0	3.0	3.0	2.4408007133331404e-12
3.0	3.0	4.0	4.2432099785854495e-12
3.0	3.0	5.0	6.272347857122567e-12
3.0	3.0	6.0	1.0931585180164424e-11
3.0	3.0	7.0	1.4112534252303475e-11
3.0	3.0	8.0	2.2397315935381762e-11
3.0	3.0	9.0	3.144996300399129e-11
3.0	3.0	10.0	3.947303552801738e-11
3.0	3.0	11.0	4.00991376847176e-11
3.0	3.0	12.0	5.65651595318056e-11
3.0	3.0	13.0	6.987155247751688e-11
3.0	3.0	14.0	7.402438343730461e-11
3.0	3.0	15.0	7.904618443893981e-11
3.0	3.0	16.0	9.007101914818016e-11
3.0	3.0	17.0	9.732477078950175e-11
3.0	3.0	18.0	1.0288858207550983e-10
3.0	3.0	19.0	1.0707353613039813e-10
3.0	3.0	20.0	9.945418462738241e-11
3.0	4.0	0.0	1.0610920174046522e-12
3.0	4.0	1.0	2.421288640570816e-12
3.0	4.0	2.0	5.916433617177417e-12
3.0	4.0	3.0	1.0447896012072215e-11
3.0	4.0	4.0	1.3204598416822891e-11
3.0	4.0	5.0	1.8084009605853238e-11
3.0	4.0	6.0	2.8979223995613284e-11
3.0	4.0	7.0	4.414630662941574e-11
3.0	4.0	8.0	5.971895754717327e-11
3.0	4.0	9.0	7.304979853118345e-11
3.0	4.0	10.0	9.147324311162687e-11
3.0	4.0	11.0	1.0938467108748735e-10
3.0	4.0	12.0	1.3213301266571397e-10
3.0	4.0	13.0	1.6173222134933295e-10
3.0	4.0	14.0	1.7771798284193138e-10
3.0	4.0	15.0	1.8165640270264736e-10
3.0	4.0	16.0	1.9634754587270085e-10
3.0	4.0	17.0	2.0957885156648058e-10
3.0	4.0	18.0	2.1644387467042648e-10
3.0	4.0	19.0	2.0819221219341878e-10
3.0	4.0	20.0	1.988736253740876e-10
3.0	5.0	0.0	8.064064561367072e-13
3.0	5.0	1.0	2.052204639505156e-12
3.0	5.0	2.0	5.269340246961149e-12
3.0	5.0	3.0	1.1052470311645525e-11
3.0	5.0	4.0	1.7556543097291636e-11
3.0	5.0	5.0	2.660688581948747e-11
3.0	5.0	6.0	4.8953004920451255e-11
3.0	5.0	7.0	6.625541092385636e-11
3.0	5.0	8.0	9.019651639901984e-11
3.0	5.0	9.0	1.1173564551733582e-10
3.0	5.0	10.0	1.574409845334072e-10
3.0	5.0	11.0	1.7595757205314809e-10
3.0	5.0	12.0	2.0100114361211954e-10
3.0	5.0	13.0	2.4100049495057387e-10
3.0	5.0	14.0	2.546992353413163e-10
3.0	5.0	15.0	2.8755784503219274e-10
3.0	5.0	16.0	3.089346601466268e-10
3.0	5.0	17.0	2.9851962334827195e-10
3.0	5.0	18.0	3.084727145044792e-10
3.0	5.0	19.0	2.835488984305319e-10
3.0	5.0	20.0	2.8218286910367553e-10
3.0	6.0	0.0	6.7921175557945e-13
3.0	6.0	1.0	1.4259072859307996e-12
3.0	6.0	2.0	4.57215940275896e-12
3.0	6.0	3.0	6.1456849907706844e-12
3.0	6.0	4.0	9.555853993420327e-12
3.0	6.0	5.0	1.465998343853401e-11
3.0	6.0	6.0	2.4280828866342744e-11
3.0	6.0	7.0	4.090824638867602e-11
3.0	6.0	8.0	5.2913594433739484e-11
3.0	6.0	9.0	7.088950107194126e-11
3.0	6.0	10.0	9.20344815337101e-11
3.0	6.0	11.0	1.0903664899618519e-10
3.0	6.0	12.0	1.2233965209504168e-10
3.0	6.0	13.0	1.465913602295139e-10
3.0	6.0	14.0	1.7274959939694808e-10
3.0	6.0	15.0	1.9406592335536254e-10
3.0	6.0	16.0	1.9065710100414742e-10
3.0	6.0	17.0	2.2194625760873914e-10
3.0	6.0	18.0	2.1147551758154726e-10
3.0	6.0	19.0	2.2449574964783102e-10
3.0	6.0	20.0	2.0409994685723093e-10
3.0	7.0	0.0	1.7776965220359663e-12
3.0	7.0	1.0	1.4800241254603908e-12
3.0	7.0	2.0	2.036872599192146e-12
3.0	7.0	3.0	4.786472812965345e-12
3.0	7.0	4.0	7.045910883721768e-12
3.0	7.0	5.0	1.0774424887009943e-11
3.0	7.0	6.0	1.5173826971494077e-11
3.0	7.0	7.0	2.180606378508666e-11
3.0	7.0	8.0	2.7140914927096008e-11
3.0	7.0	9.0	3.3912317790358133e-11
3.0	7.0	10.0	4.4090579667855853e-11
3.0	7.0	11.0	5.626560376216469e-11
3.0	7.0	12.0	6.480137105313292e-11
3.0	7.0	13.0	7.020737321355133e-11
3.0	7.0	14.0	7.5270056620024e-11
3.0	7.0	15.0	8.329109459712827e-11
3.0	7.0	16.0	8.711139257137692e-11
3.0	7.0	17.0	9.347042833404951e-11
3.0	7.0	18.0	9.946876765451377e-11
3.0	7.0	19.0	1.0101134531412895e-10
3.0	7.0	20.0	9.283393158531056e-11
3.0	8.0	0.0	1.6459428601489215e-12
3.0	8.0	1.0	5.921670122511932e-13
3.0	8.0	2.0	6.607694486683338e-13
3.0	8.0	3.0	1.5616635605003834e-12
3.0	8.0	4.0	1.939405769562621e-12
3.0	8.0	5.0	3.386126421163678e-12
3.0	8.0	6.0	4.818043942481285e-12
3.0	8.0	7.0	6.7426071856856565e-12
3.0	8.0	8.0	1.073926019434138e-11
3.0	8.0	9.0	1.2598163683034876e-11
3.0	8.0	10.0	1.6477463723320054e-11
3.0	8.0	11.0	2.0284401632913356e-11
3.0	8.0	12.0	2.370780132757484e-11
3.0	8.0	13.0	2.5833229139614474e-11
3.0	8.0	14.0	2.4967194686745628e-11
3.0	8.0	15.0	3.2927479341274986e-11
3.0	8.0	16.0	3.624491293661971e-11
3.0	8.0	17.0	4.360622708415722e-11
3.0	8.0	18.0	4.194030619661228e-11
3.0	8.0	19.0	4.322131750943843e-11
3.0	8.0	20.0	3.7501538986250484e-11
3.0	9.0	0.0	3.4802102680146957e-13
3.0	9.0	1.0	3.1520846452880065e-13
3.0	9.0	2.0	6.048503530339266e-13
3.0	9.0	3.0	7.654045988581884e-13
3.0	9.0	4.0	1.6620552061661544e-12
3.0	9.0	5.0	1.3901656756619303e-12
3.0	9.0	6.0	2.455935558364555e-12
3.0	9.0	7.0	2.93529637981654e-12
3.0	9.0	8.0	3.845779350067239e-12
3.0	9.0	9.0	5.017244139520309e-12
3.0	9.0	10.0	7.285244957339527e-12
3.0	9.0	11.0	9.716045292252372e-12
3.0	9.0	12.0	1.1995788193691973e-11
3.0	9.0	13.0	1.3963659242331149e-11
3.0	9.0	14.0	1.1470553236787058e-11
3.0	9.0	15.0	1.659596963454447e-11
3.0	9.0	16.0	1.5974389145461e-11
3.0	9.0	17.0	1.950653371053746e-11
3.0	9.0	18.0	2.46296188207358e-11
3.0	9.0	19.0	2.412528766697367e-11
3.0	9.0	20.0	1.9040046615437934e-11
3.0	10.0	0.0	1.6181191867305977e-13
3.0	10.0	1.0	1.6002959618474655e-13
3.0	10.0	2.0	3.196170881940056e-13
3.0	10.0	3.0	1.0698102271060687e-12
3.0	10.0	4.0	1.036605560722214e-12
3.0	10.0	5.0	1.3263472014064945e-12
3.0	10.0	6.0	1.0832477145464058e-12
3.0	10.0	7.0	2.242529241445691e-12
3.0	10.0	8.0	2.2778978402534756e-12
3.0	10.0	9.0	3.0783932493552507e-12
3.0	10.0	10.0	4.409014438961474e-12
3.0	10.0	11.0	4.4359478686028564e-12
3.0	10.0	12.0	8.154357543930615e-12
3.0	10.0	13.0	7.795989955410656e-12
3.0	10.0	14.0	7.117383549859892e-12
3.0	10.0	15.0	7.815079108888046e-12
3.0	10.0	16.0	9.014803039896183e-12
3.0	10.0	17.0	8.319874212582739e-12
3.0	10.0	18.0	1.1048318577715611e-11
3.0	10.0	19.0	1.1876597537457429e-11
3.0	10.0	20.0	9.649156049257689e-12
4.0	0.0	0.0	8.531183114264653e-14
4.0	0.0	1.0	5.368111204966032e-13
4.0	0.0	2.0	1.0119798655040108e-12
4.0	0.0	3.0	8.569632586429913e-13
4.0	0.0	4.0	1.1259483315511443e-12
4.0	0.0	5.0	1.376740474469435e-12
4.0	0.0	6.0	2.089959787130633e-12
4.0	0.0	7.0	1.9858620611312073e-12
4.0	0.0	8.0	3.3280451432920614e-12
4.0	0.0	9.0	3.757143853141506e-12
4.0	0.0	10.0	4.26744844046135e-12
4.0	0.0	11.0	5.8412344153101755e-12
4.0	0.0	12.0	6.9156721835251865e-12
4.0	0.0	13.0	9.451013931729483e-12
4.0	0.0	14.0	1.1593106285687255e-11
4.0	0.0	15.0	1.2137758487440535e-11
4.0	0.0	16.0	1.1423507485282494e-11
4.0	0.0	17.0	1.5609390854053098e-11
4.0	0.0	18.0	1.3246559072374257e-11
4.0	0.0	19.0	1.46585961355975e-11
4.0	0.0	20.0	1.5129412321185595e-11
4.0	1.0	0.0	2.0376066288483153e-13
4.0	1.0	1.0	4.226083085818796e-13
4.0	1.0	2.0	8.647694164097276e-13
4.0	1.0	3.0	8.45255228915312e-13
4.0	1.0	4.0	1.7444674166259343e-12
4.0	1.0	5.0	2.404489570885157e-12
4.0	1.0	6.0	3.574361042064504e-12
4.0	1.0	7.0	6.02787067577402e-12
4.0	1.0	8.0	5.734811175772732e-12
4.0	1.0	9.0	7.003820176785649e-12
4.0	1.0	10.0	8.377361071963448e-12
4.0	1.0	11.0	1.1897895330863398e-11
4.0	1.0	12.0	1.368861669901516e-11
4.0	1.0	13.0	1.619893282201951e-11
4.0	1.0	14.0	1.9206021843536498e-11
4.0	1.0	15.0	2.1599236082741652e-11
4.0	1.0	16.0	2.6523261917508908e-11
4.0	1.0	17.0	2.5809996189356577e-11
4.0	1.0	18.0	2.678847267287599e-11
4.0	1.0	19.0	3.0431610737447424e-11
4.0	1.0	20.0	3.019084855013383e-11
4.0	2.0	0.0	5.549360026863798e-13
4.0	2.0	1.0	6.310122914925998e-13
4.0	2.0	2.0	1.1440968568873475e-12
4.0	2.0	3.0	1.7049041267819034e-12
4.0	2.0	4.0	3.4125574982774266e-12
4.0	2.0	5.0	6.7793689771788356e-12
4.0	2.0	6.0	8.103234442516876e-12
4.0	2.0	7.0	9.605754845443298e-12
4.0	2.0	8.0	1.3178845754466757e-11
4.0	2.0	9.0	1.910600993652046e-11
4.0	2.0	10.0	2.6459051288901327e-11
4.0	2.0	11.0	3.594872944881253e-11
4.0	2.0	12.0	3.470123829916251e-11
4.0	2.0	13.0	4.635793828023417e-11
4.0	2.0	14.0	5.865147309522714e-11
4.0	2.0	15.0	5.966711003296106e-11
4.0	2.0	16.0	6.461384036424333e-11
4.0	2.0	17.0	6.713689166313766e-11
4.0	2.0	18.0	6.625233386197564e-11
4.0	2.0	19.0	6.807006194673528e-11
4.0	2.0	20.0	7.798204991523514e-11
4.0	3.0	0.0	1.2151055048932462e-12
4.0	3.0	1.0	2.9834616312199535e-12
4.0	3.0	2.0	4.370799792828491e-12
4.0	3.0	3.0	8.329438628448576e-12
4.0	3.0	4.0	1.2104783562606096e-11
4.0	3.0	5.0	1.920762069645426e-11
4.0	3.0	6.0	3.37788477117058e-11
4.0	3.0	7.0	4.611305657349452e-11
4.0	3.0	8.0	6.562489515954427e-11
4.0	3.0	9.0	8.951605110244943e-11
4.0	3.0	10.0	1.0882096899638657e-10
4.0	3.0	11.0	1.251676570901334e-10
4.0	3.0	12.0	1.4809525148911235e-10
4.0	3.0	13.0	1.7901947241414371e-10
4.0	3.0	14.0	1.8664028264662772e-10
4.0	3.0	15.0	2.042529443808061e-10
4.0	3.0	16.0	2.247784955206965e-10
4.0	3.0	17.0	2.3485736189215097e-10
4.0	3.0	18.0	2.3656679661701597e-10
4.0	3.0	19.0	2.4164143201125933e-10
4.0	3.0	20.0	2.2931343136655116e-10
4.0	4.0	0.0	1.3008457594242216e-11
4.0	4.0	1.0	2.7450696033089e-11
4.0	4.0	2.0	5.0416228365965227e-11
4.0	4.0	3.0	9.017673843373275e-11
4.0	4.0	4.0	1.444550470861873e-10
4.0	4.0	5.0	2.2081298551614178e-10
4.0	4.0	6.0	2.972989586042856e-10
4.0	4.0	7.0	3.930752973582788e-10
4.0	4.0	8.0	4.669959922653878e-10
4.0	4.0	9.0	5.762092516198359e-10
4.0	4.0	10.0	6.40919991384271e-10
4.0	4.0	11.0	7.176302986002644e-10
4.0	4.0	12.0	7.854403523245831e-10
4.0	4.0	13.0	8.305663879634846e-10
4.0	4.0	14.0	8.705600567606668e-10
4.0	4.0	15.0	8.91795401978226e-10
4.0	4.0	16.0	9.087921335977366e-10
4.0	4.0	17.0	9.141733543561089e-10
4.0	4.0	18.0	8.581831640412052e-10
4.0	4.0	19.0	8.380154140922846e-10
4.0	4.0	20.0	7.559197794129114e-10
4.0	5.0	0.0	3.178092931589357e-11
4.0	5.0	1.0	5.96480006827315e-11
4.0	5.0	2.0	1.1834377099354865e-10
4.0	5.0	3.0	2.1450226790563997e-10
4.0	5.0	4.0	3.3207877604345916e-10
4.0	5.0	5.0	4.904712676754645e-10
4.0	5.0	6.0	6.470510725116929e-10
4.0	5.0	7.0	8.242192733780857e-10
4.0	5.0	8.0	9.934223164485092e-10
4.0	5.0	9.0	1.1604507633506034e-09
4.0	5.0	10.0	1.2967981466747515e-09
4.0	5.0	11.0	1.4324520996544035e-09
4.0	5.0	12.0	1.5478721709653058e-09
4.0	5.0	13.0	1.5951713403426527e-09
4.0	5.0	14.0	1.6446135916960907e-09
4.0	5.0	15.0	1.665989913877255e-09
4.0	5.0	16.0	1.6389087493080451e-09
4.0	5.0	17.0	1.6163142889278665e-09
4.0	5.0	18.0	1.5962368257513795e-09
4.0	5.0	19.0	1.5059749361355021e-09
4.0	5.0	20.0	1.3735785030677586e-09
4.0	6.0	0.0	1.1007190122440175e-11
4.0	6.0	1.0	2.3138004507728008e-11
4.0	6.0	2.0	4.220684103876617e-11
4.0	6.0	3.0	7.44274799439696e-11
4.0	6.0	4.0	1.1963460888836187e-10
4.0	6.0	5.0	1.8365056044645977e-10
4.0	6.0	6.0	2.422320408592221e-10
4.0	6.0	7.0	3.2128740816078947e-10
4.0	6.0	8.0	4.086315143745793e-10
4.0	6.0	9.0	4.780530275455216e-10
4.0	6.0	10.0	5.800805037901094e-10
4.0	6.0	11.0	6.462245456809622e-10
4.0	6.0	12.0	7.041163569736451e-10
4.0	6.0	13.0	7.62801605151915e-10
4.0	6.0	14.0	8.164571447832767e-10
4.0	6.0	15.0	8.266581882159629e-10
4.0	6.0	16.0	8.278507108865706e-10
4.0	6.0	17.0	8.333981227177567e-10
4.0	6.0	18.0	8.344942489032253e-10
4.0	6.0	19.0	7.983966528999506e-10
4.0	6.0	20.0	7.280941979124653e-10
4.0	7.0	0.0	5.343728849072881e-13
4.0	7.0	1.0	2.6508836122555986e-12
4.0	7.0	2.0	3.5786743307943964e-12
4.0	7.0	3.0	6.2775020167090086e-12
4.0	7.0	4.0	1.1980642662907416e-11
4.0	7.0	5.0	1.8290510342794466e-11
4.0	7.0	6.0	3.3308859279580326e-11
4.0	7.0	7.0	4.686489820164627e-11
4.0	7.0	8.0	5.834032498717233e-11
4.0	7.0	9.0	7.466257755446409e-11
4.0	7.0	10.0	9.720784777057514e-11
4.0	7.0	11.0	1.2209115656501007e-10
4.0	7.0	12.0	1.4270258139529904e-10
4.0	7.0	13.0	1.6940785196428871e-10
4.0	7.0	14.0	1.7978560164879208e-10
4.0	7.0	15.0	1.874163813607624e-10
4.0	7.0	16.0	2.0079439516814508e-10
4.0	7.0	17.0	2.1722702129853624e-10
4.0	7.0	18.0	2.225031116871051e-10
4.0	7.0	19.0	2.2731844671876072e-10
4.0	7.0	20.0	2.1683969530712855e-10
4.0	8.0	0.0	8.15545012313856e-13
4.0	8.0	1.0	6.798778384057576e-13
4.0	8.0	2.0	8.908331131734146e-13
4.0	8.0	3.0	2.2280354296727987e-12
4.0	8.0	4.0	3.2122404433847086e-12
4.0	8.0	5.0	4.816184031890239e-12
4.0	8.0	6.0	5.937656414176335e-12
4.0	8.0	7.0	1.048640681504902e-11
4.0	8.0	8.0	1.4823051604634093e-11
4.0	8.0	9.0	2.119783329911946e-11
4.0	8.0	10.0	2.7536387955273428e-11
4.0	8.0	11.0	3.0113593313296834e-11
4.0	8.0	12.0	3.8294971262326836e-11
4.0	8.0	13.0	4.224920128840102e-11
4.0	8.0	14.0	4.4247406722919554e-11
4.0	8.0	15.0	5.363472096727755e-11
4.0	8.0	16.0	6.070225238094168e-11
4.0	8.0	17.0	6.604352226373537e-11
4.0	8.0	18.0	6.214814912457535e-11
4.0	8.0	19.0	6.634360379900536e-11
4.0	8.0	20.0	6.996475039729862e-11
4.0	9.0	0.0	3.9268592863626107e-13
4.0	9.0	1.0	5.83674445228953e-13
4.0	9.0	2.0	6.116773133957176e-13
4.0	9.0	3.0	1.397515850594765e-12
4.0	9.0	4.0	1.1478604566100485e-12
4.0	9.0	5.0	2.152149843887557e-12
4.0	9.0	6.0	2.3384019579526054e-12
4.0	9.0	7.0	4.37224413526064e-12
4.0	9.0	8.0	5.637795743268708e-12
4.0	9.0	9.0	5.940092602690663e-12
4.0	9.0	10.0	1.0425611477358637e-11
4.0	9.0	11.0	1.078241989512155e-11
4.0	9.0	12.0	1.453984689003957e-11
4.0	9.0	13.0	1.8825906781038562e-11
4.0	9.0	14.0	1.660482713150345e-11
4.0	9.0	15.0	2.0116508566125026e-11
4.0	9.0	16.0	2.2127901103576372e-11
4.0	9.0	17.0	2.3997644635855906e-11
4.0	9.0	18.0	2.984030310026513e-11
4.0	9.0	19.0	2.8767033194168808e-11
4.0	9.0	20.0	2.3972151551158995e-11
4.0	10.0	0.0	4.2286417722119145e-13
4.0	10.0	1.0	3.7012690834897074e-13
4.0	10.0	2.0	3.6574470947576796e-13
4.0	10.0	3.0	5.621740756585624e-13
4.0	10.0	4.0	6.512787698759235e-13
4.0	10.0	5.0	1.213061420490105e-12
4.0	10.0	6.0	1.322795912061437e-12
