# Det9_6_10
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
3.13742 -0.275459 -5 0.025156 0.152335 0.185108 3.73545 22 1 8709 8678 1 0.240481 0.240481 35 
-5 -4.28291 1.39508 1.26936 -0.0990647 -0.00182605 3.77211 22 3 17051 16933 1 0 0 3 
-5 -1.56905 -3.73573 0.767129 0.174938 -0.359608 3.77324 22 4 46300 46242 1 0.209579 0.209579 9 
0.475294 -0.162499 5 0.406719 -0.0358926 -0.307265 4.00521 22 5 32372 32370 1 0.510776 0.510776 15 
-5 -1.48298 4.60146 0.483138 -0.0868835 -0.110648 3.7851 22 6 9090 6897 1 0 0 3 
3.10641 -3.6761 5 0.73877 -0.427304 -0.136246 3.8011 22 7 3683 3622 1 0 0 2 
-5 -2.34001 -1.93984 0.811666 0.268167 -0.190362 3.79574 22 8 12355 12354 1 0 0 2 
-5 4.25483 0.0410789 0.564205 0.216972 0.129988 3.78025 22 9 1810 1809 1 0 0 1 
-5 -1.91014 2.48994 0.398989 0.0727127 -0.518385 3.77369 22 11 7753 7752 1 1.15277 1.15277 74 
-5 1.58067 2.21797 0.451841 -0.107113 0.213275 3.72805 22 13 15565 15564 1 0 0 2 
-5 1.63908 -3.27685 0.26064 -0.168934 0.117813 3.70421 22 14 14885 14837 1 0.353159 0.353159 7 
0.803385 5 2.91093 0.195133 -0.142703 -0.221435 3.92079 22 15 11811 11810 1 0 0 2 
-5 -1.762 2.74034 0.320686 0.03355 0.593368 3.70442 22 16 14388 14224 1 0 0 2 
-5 -4.89036 -4.75432 0.340658 0.156128 -0.23707 3.91236 22 17 6215 6214 1 0 0 1 
-0.136578 4.8334 5 0.246528 0.0181493 -0.161341 3.97898 22 18 12719 12689 1 0 0 2 
1.11047 -5 2.35265 4.90419 2.78253 -0.765257 3.79429 22 19 1305 1271 1 0 0 4 
-5 0.122184 -2.445 0.417061 0.00937819 0.385257 3.71639 22 20 14890 14806 1 0 0 1 
5 -1.67715 4.07761 -0.201592 0.104859 0.112737 3.82644 22 21 15204 15203 1 0 0 1 
-5 -2.62683 -2.72978 1.09457 0.402938 -0.340592 3.75733 22 24 19912 19865 1 0.03116 0.03116 4 
-5 -3.86865 4.15308 0.512383 0.0492515 0.17245 3.78706 22 25 5377 5376 1 0 0 2 
1.38897 -1.64007 5 0.21988 0.215931 -0.314015 4.18289 22 26 13371 13370 1 0.613164 0.613164 31 
-5 2.99792 4.81117 0.312001 0.150964 0.147525 3.79486 22 28 3668 3644 1 0 0 2 
-0.0261007 2.16758 5 0.472557 -0.160015 -0.110477 3.80294 22 29 2829 2826 1 0.183627 0.183627 22 
1.71777 -5 -0.111934 0.349513 0.129184 -0.349674 4.1087 22 30 30313 30274 1 1.32095 1.32095 27 
-5 4.6471 -0.764594 1.16011 0.0899919 -0.525872 3.80862 22 31 32072 32003 1 0 0 2 
-5 -2.70732 4.43837 1.17573 -0.0976888 -0.482699 3.86145 22 32 3641 3572 1 0 0 3 
-5 1.0008 0.342787 0.306288 0.110168 0.193415 3.73688 22 33 5466 4882 1 0.378487 0.378487 11 
-5 -2.58182 3.19556 0.401206 0.0864902 -0.304423 3.85095 22 34 9750 9721 1 0 0 4 
-5 0.561762 4.45157 4.73349 1.69806 5.18969 3.73508 22 36 24031 23997 1 0 0 1 
-1.21521 -4.77638 -5 2.36107 0.368143 1.49055 3.72298 22 38 34597 34529 1 0.0750335 0.0750335 3 
-4.57366 0.216071 5 0.201271 0.0859566 -0.205505 3.97847 22 39 14964 14865 1 0 0 1 
4.92613 -0.863017 -5 0.312964 0.0349526 0.15678 3.7609 22 40 8658 7826 1 0 0 1 
-5 4.0308 4.05312 0.546029 0.204965 0.919506 3.71598 22 42 8342 8314 1 0 0 1 
-5 1.51511 1.17288 0.503672 0.0574914 -0.0642584 3.73785 22 43 5460 5438 1 1.6208 1.6208 53 
-5 -3.25481 0.258079 0.351316 -0.0281156 -0.370008 3.93689 22 44 1809 1808 1 0.81676 0.81676 72 
-5 -0.946146 3.55213 0.311744 0.107731 0.390295 3.7254 22 45 22644 22610 1 0 0 2 
-0.686206 -0.679462 5 0.297437 0.0891308 -0.405841 3.91481 22 46 12526 12525 1 2.06049 2.06049 5 
-2.59497 1.31982 5 0.27508 0.340902 -0.100664 3.89536 22 47 1266 1225 1 0.436782 0.436782 53 
-1.36482 -5 2.70469 0.579689 0.342703 -1.05083 4.15259 22 48 22789 22753 1 0 0 1 
-0.326758 -0.320691 5 0.340204 0.101348 -0.367573 4.12952 22 49 9687 9658 1 0.301131 0.301131 29 
-5 -3.482 -2.85056 1.09714 0.706635 0.355078 3.74208 22 50 15105 15104 1 0.152865 0.152865 3 
-5 4.87387 -3.07533 1.01659 0.407618 1.7576 3.69403 22 51 49665 49526 1 0 0 2 
-5 -1.33332 3.62983 1.19526 -0.137944 -0.321519 3.83528 22 52 23483 23397 1 0 0 2 
-5 4.01879 -3.15194 0.146374 0.253751 -0.150044 3.86174 22 54 17730 17703 1 0.386874 0.386874 18 
-3.33728 -1.41001 5 0.408914 0.212952 -0.220364 3.88662 22 55 1532 1531 1 0.510724 0.510724 27 
-5 -2.8975 1.64405 0.447838 -0.0738913 0.234737 3.73691 22 56 23592 23562 1 0 0 2 
-5 -2.45917 -2.60554 0.293751 -0.0436337 -0.415844 3.97729 22 57 21006 21005 1 0.215764 0.215764 26 
-3.65577 -3.54089 5 0.5077 -0.22607 -0.34698 3.85315 22 58 10534 10522 1 0 0 2 
4.21775 -5 2.43755 -0.0908115 0.235645 0.0193358 3.78735 22 59 30305 30158 1 2.6358 2.6358 24 
-5 3.94886 3.38719 1.63363 0.800453 0.542342 3.86618 22 60 27837 27814 1 0.23835 0.23835 3 
-5 -0.865895 1.3307 0.492869 0.0893566 0.101073 3.79184 22 61 4189 4188 1 0 0 2 
-4.37517 3.36428 5 0.342421 0.139119 -0.352865 3.98617 22 62 21508 21507 1 0 0 1 
-5 3.67484 0.183694 2.14736 0.961156 0.776352 3.74078 22 65 39375 39315 1 0 0 2 
-5 -0.0843685 -3.60006 0.492411 0.136145 0.0107629 3.75615 22 66 17760 17739 1 0 0 1 
-0.326667 -5 1.74124 -0.0968055 0.0662777 -0.232609 4.13011 22 67 20640 20639 1 0.0830788 0.0830788 15 
