# Det7_0_2
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
-3.93054 -3.21607 5 0.0877072 -0.575455 -0.780889 4.07948 22 2 36971 36970 1 0 0 1 
-0.228554 2.46126 5 -0.042643 -0.199107 -0.253862 4.05848 22 3 8252 8251 1 0 0 1 
-4.96364 5 -0.520137 -0.0273417 -0.293329 -0.113849 3.67346 22 8 38782 38780 1 0.231352 0.231352 26 
-0.846245 -1.09819 5 -0.205349 -0.0567637 -0.197551 3.77252 22 12 2961 2910 1 0 0 1 
0.710559 -1.99274 5 0.000702646 -0.108443 -0.499359 4.57054 22 26 32291 32290 1 0 0 2 
-5 -2.72182 -4.78969 0.254319 -0.365249 -0.251069 3.73151 22 30 18582 18581 1 0 0 1 
-4.91666 5 -2.84983 0.125242 -0.33271 -0.367067 4.16633 22 38 34109 34074 1 0 0 1 
3.3155 5 2.12767 0.260529 -0.124943 -0.421466 4.08931 22 44 20797 20772 1 0 0 1 
-1.85608 5 3.31169 -0.12096 -0.174047 -0.323146 3.7468 22 48 20630 20629 1 0 0 1 
-4.68523 4.73721 5 -0.44185 -0.441245 -1.79502 4.35844 22 62 45221 45150 1 0 0 1 
-3.18361 -3.66876 5 0.10458 -0.699456 -1.31355 4.04564 22 65 12060 12059 1 0 0 1 
4.12001 3.85458 5 0.263138 -4.82644 -2.45987 3.71879 22 69 48830 48772 1 0 0 1 
4.58914 -0.0419425 5 0.12971 -0.242286 -0.430805 4.23686 22 77 21057 21043 1 0.510718 0.510718 18 
-4.2923 5 -0.0419297 0.0502138 -0.349378 0.097307 3.52787 22 84 33564 1 1 0 0 1 
-0.714064 5 1.31396 0.606024 -1.05226 -0.594193 3.70132 22 93 12466 12465 1 0 0 1 
1.23917 -4.37644 5 0.542968 -1.03025 -1.65446 4.32807 22 99 20173 20172 1 0 0 1 
1.2064 0.788865 5 0.125474 -0.241779 -0.360304 4.06312 22 133 34564 34562 1 0.168192 0.168192 2 
-5 -4.86326 0.256235 0.220361 -0.378223 -0.251959 3.71878 22 148 30348 30347 1 0 0 1 
0.251827 1.25616 5 0.158263 -0.347508 -0.339574 3.85615 22 149 35377 35375 1 0.396537 0.396537 23 
-0.853223 2.95566 5 -0.181299 -0.231806 -0.445736 4.34282 22 152 27535 27534 1 0 0 1 
2.92501 -4.93544 5 0.015872 -0.0588215 -0.700769 4.21679 22 153 57463 57462 1 0 0 1 
-0.954256 3.96594 5 0.0692437 -0.293815 -0.412308 3.91873 22 158 37435 37434 1 0 0 1 
-3.29946 5 4.03947 0.0852313 -0.676989 -0.274453 3.58322 22 166 39158 39157 1 0 0 1 
4.37921 -1.03917 5 0.942795 -1.47615 -1.13421 3.78157 22 172 2001 2000 1 0 0 1 
-1.1166 5 3.39512 0.225911 -0.325439 -0.322759 3.57671 22 173 35297 35296 1 0 0 1 
1.34864 5 -4.21799 0.124905 -0.236243 -0.380169 3.96058 22 189 34054 34053 1 0 0 1 
-0.734963 5 -4.9405 0.162185 -0.47802 -0.0794503 3.56448 22 190 41254 41226 1 0 0 1 
